Fur,Size,Shape,Ears,Tail,Vocal,Behavior,Legs,Eyes,Habitat,Class
-0.63,1.13,0.43,-2.81,-0.43,0.26,-1.07,-0.14,-1.52,1.62,rabbit
-0.4,2.99,-0.04,-0.3,0.29,-0.8,0.06,0.43,0.24,0.14,cat
-2.51,1.26,0.28,0.47,0.71,0.61,1.13,0.51,1.51,1.02,rabbit
0.91,-0.51,-2.41,0.26,-0.82,1.23,0.15,0.75,-0.14,-1.73,rabbit
1.47,-0.21,0.78,1.54,1.39,1.62,4.17,-1.12,-0.04,0.32,rabbit
-1.4,1.86,-0.81,0.49,0.54,-0.93,1.4,-0.98,0.3,2.64,rabbit
0.41,-0.46,-0.74,0.06,-0.8,0.64,-0.73,-0.88,-1.28,-0.86,dog
-2.08,0.95,-0.5,0.02,-1.27,0.28,0.11,0.03,-0.13,1.05,cat
-1.27,1.23,1.01,0.14,-0.35,-0.67,-0.76,0.47,-0.35,-0.5,dog
-0.69,0.15,0.44,0.54,0.82,-0.77,0.64,-0.4,1.39,-0.77,dog
-0.4,1.2,-1.83,-1.01,-0.17,-1.32,0.32,0.83,1.66,-0.2,rabbit
1.31,0.06,0.01,1.78,-0.6,-0.06,-1.09,1.06,0.19,1.38,cat
0.14,-0.37,0.5,0.28,-0.96,-0.15,0.66,0.24,-0.08,1.04,dog
-0.51,-0.16,0.11,0.59,0.24,-1.59,-0.79,0.64,0.93,-0.17,dog
0.29,-0.62,-1.18,-0.85,-0.5,0.93,1.3,0.45,-0.24,0.42,dog
0.31,-0.13,0.67,-0.79,1.61,-0.24,-0.85,1.31,1.36,-0.09,cat
0.28,-1.15,0.73,0.75,-0.12,-1.88,2.04,-0.75,-0.99,-0.36,rabbit
0.91,0.2,-0.04,-0.9,-1.8,1.33,0.39,-0.54,0.71,-1.01,cat
0.51,1.12,1.07,0.6,-0.39,-1.29,-0.36,0.96,-0.73,-0.15,dog
1.58,0.2,-1.37,1.0,1.05,0.46,1.98,0.75,-1.78,1.44,rabbit
0.01,1.77,-0.44,0.09,-0.11,-1.31,1.48,0.71,-0.22,1.32,cat
-0.39,-0.88,-1.29,0.93,0.01,2.02,-3.11,-0.43,-0.03,-0.66,rabbit
0.2,1.33,1.85,-2.26,-1.23,-0.55,0.64,-0.04,-0.23,0.07,rabbit
0.48,-0.42,-1.26,-0.96,-0.62,0.15,-0.23,0.78,0.68,0.93,dog
0.49,0.73,0.46,-0.17,1.38,-0.75,-0.08,-1.14,0.08,1.85,cat
0.33,1.7,-0.37,0.08,-0.45,-0.74,0.14,1.07,2.22,0.83,cat
-2.02,-0.62,0.06,1.16,1.65,-1.57,-0.91,-0.9,-1.13,-0.48,rabbit
0.09,1.33,1.23,-1.66,-1.91,-0.15,0.9,1.09,1.3,-0.27,rabbit
0.65,0.51,-1.75,0.77,1.15,-1.15,-0.17,-1.06,-2.57,0.58,rabbit
-1.37,0.32,0.85,-0.86,0.35,-1.31,-0.04,-1.62,1.12,0.41,cat
0.28,-0.33,-0.76,-1.07,0.18,-1.07,-0.14,-1.25,1.68,-1.4,cat
0.84,1.6,-0.57,-0.78,1.05,0.29,-1.38,-0.42,1.19,-1.09,cat
0.7,1.26,-0.21,-0.92,1.19,-0.07,0.84,0.26,-0.03,-0.93,dog
1.02,0.11,1.5,0.17,0.32,-0.27,1.48,-2.1,-0.53,-0.31,cat
0.99,0.84,-2.93,0.59,-0.45,1.44,-0.88,0.0,-0.1,0.9,rabbit
-1.17,1.41,-0.57,2.12,0.12,1.27,-0.06,0.96,1.08,0.17,rabbit
0.16,-0.22,-0.45,-0.15,2.32,-0.2,-0.4,0.29,0.06,-0.5,dog
-1.67,-0.5,-0.49,1.31,-1.19,-0.55,0.46,-1.43,-1.28,-0.02,cat
0.81,0.78,-1.46,-0.15,-0.09,-0.24,-0.76,1.85,0.21,1.56,cat
0.28,-0.17,0.82,-0.46,0.39,-1.47,-0.33,-1.29,-0.42,-0.11,dog
0.59,1.08,-0.95,-1.14,1.83,-1.43,0.72,0.44,-1.1,0.76,rabbit
0.84,-0.01,-1.47,-0.62,1.2,0.03,0.82,0.93,1.07,0.35,dog
-1.24,0.5,0.62,0.71,0.1,-0.61,2.07,0.61,-2.93,0.19,rabbit
0.45,0.46,0.03,0.11,-0.57,-1.88,0.16,-0.03,0.27,0.56,dog
1.35,-0.65,1.09,1.11,-1.05,1.29,0.04,-0.37,0.18,0.16,dog
1.43,0.04,-0.13,0.03,1.18,-1.31,-0.19,1.97,0.15,-0.52,cat
1.08,1.0,0.45,1.12,-0.44,-0.07,1.35,2.02,-1.65,0.94,rabbit
0.33,-0.39,-1.4,0.37,-1.0,1.24,1.12,0.68,0.02,-0.87,dog
0.09,-0.46,1.03,1.22,-0.81,-0.3,-0.56,0.18,1.03,0.44,dog
-1.11,-1.25,-0.91,-0.08,-0.58,-0.21,1.16,-1.27,0.19,-0.4,dog
1.18,-1.18,-0.04,1.27,-0.64,-0.71,-0.11,-1.5,0.08,-2.48,rabbit
-0.16,-1.82,-0.7,0.71,0.22,-0.54,-1.48,-1.95,-0.77,-0.53,rabbit
-0.31,-1.8,-0.84,0.34,1.71,-0.24,-0.4,-1.0,-1.37,-0.86,cat
-0.77,-0.87,-1.81,-0.62,-1.22,-0.2,-0.55,0.93,0.24,2.3,rabbit
2.1,0.82,-0.82,1.42,-1.45,1.12,-1.64,0.25,1.06,-1.14,rabbit
-0.39,-0.21,0.08,-0.03,-0.13,-1.79,-0.45,-0.15,-0.82,1.15,dog
-0.15,-2.54,0.53,0.4,-0.93,-1.11,-0.09,0.15,-0.16,2.23,rabbit
-1.23,-0.06,-0.33,-0.17,0.81,2.52,0.55,1.77,1.39,0.04,rabbit
-1.38,0.89,-1.69,0.78,-0.94,-1.51,0.57,0.05,-0.86,0.79,cat
-0.88,-0.65,-0.02,0.34,-0.29,-0.76,1.05,-0.01,0.48,0.37,dog
1.71,-0.5,0.04,-0.17,-1.85,1.96,0.5,-0.42,-1.0,1.86,rabbit
-1.06,0.34,-0.34,0.62,-0.32,0.75,-0.97,0.53,0.47,-0.94,dog
-1.78,-0.08,1.49,-0.93,0.71,-1.25,-1.11,0.85,1.41,0.02,rabbit
1.06,0.15,-1.4,-0.94,0.61,0.88,0.58,-0.17,-0.96,0.36,dog
-0.21,0.52,-0.66,-0.56,0.08,0.49,-0.42,0.8,-0.07,-0.67,dog
1.89,0.04,1.07,-1.72,0.06,0.59,0.32,-0.37,-1.68,-0.53,rabbit
1.34,0.65,0.9,0.46,-1.09,0.44,-0.61,2.06,0.06,-0.7,cat
-0.88,-2.09,1.18,-0.28,0.46,0.52,0.41,-1.28,0.41,-1.57,rabbit
-0.12,-0.37,-0.6,0.32,1.02,0.31,1.35,-1.0,0.79,2.36,cat
-0.05,0.39,-1.69,1.35,1.32,-1.26,0.73,-0.2,-0.01,0.3,cat
-0.12,-0.26,-1.1,-0.68,-0.97,-0.64,-1.45,-0.53,1.22,-0.61,dog
0.42,0.3,-0.76,0.58,0.22,-0.85,0.05,0.18,1.33,0.62,dog
0.98,-0.56,1.38,0.6,-0.89,-0.16,-0.29,-0.87,0.5,-0.48,dog
-1.23,0.69,-0.8,1.32,1.29,0.37,0.94,-0.58,-0.12,-0.42,dog
0.84,-1.34,0.9,0.27,-0.6,0.69,-1.36,-0.73,-0.02,0.36,dog
-0.15,-2.43,0.51,-0.32,-1.51,-0.87,-0.86,0.61,0.56,1.51,rabbit
0.02,1.54,0.03,1.44,-1.4,0.73,-0.28,-0.03,1.51,-1.38,cat
0.46,2.38,-1.79,0.09,-0.28,1.05,-0.9,-0.74,-0.92,0.13,rabbit
0.13,0.06,0.37,-1.55,0.0,0.68,1.43,0.45,-0.67,-1.38,dog
-0.5,-0.2,-1.49,-0.77,-0.46,-0.86,2.07,-0.01,-0.12,-1.87,rabbit
1.63,0.92,0.57,-0.12,-0.34,-1.13,-0.1,0.44,-0.06,1.19,dog
-0.26,-0.2,1.54,1.04,0.18,0.83,-1.59,2.59,1.57,2.56,rabbit
0.83,-0.99,0.65,-0.29,-1.51,0.63,-2.01,-0.46,-0.18,0.24,cat
-0.34,0.38,-0.23,0.8,0.15,0.57,0.07,1.47,-2.02,0.36,cat
-0.65,0.66,0.93,0.62,1.35,-0.1,-2.58,-1.17,-0.42,0.08,rabbit
0.77,1.04,1.46,0.43,-1.41,-1.41,-0.44,1.83,-0.4,0.36,rabbit
0.31,0.47,-0.43,-0.74,-0.92,0.53,-0.66,-0.12,1.37,0.25,dog
0.01,-1.06,0.57,1.0,1.18,-1.0,-0.87,0.9,0.94,-2.05,rabbit
0.87,2.62,-0.15,-1.67,1.59,-1.56,-0.95,-0.33,0.35,-0.94,rabbit
0.01,0.73,1.61,-2.89,0.25,1.59,-1.24,-0.11,0.69,-0.39,rabbit
-0.45,1.22,0.4,0.59,-1.09,0.17,0.74,-0.95,-0.27,0.03,dog
0.29,-0.11,-0.15,-1.19,0.84,0.08,1.65,-0.59,0.65,1.92,cat
0.56,1.56,2.09,0.33,-0.63,0.19,-1.32,-0.37,-1.06,0.94,rabbit
-1.01,0.47,-1.18,0.99,0.32,-0.66,0.37,1.59,-0.98,1.7,cat
0.64,1.31,-0.96,0.33,-0.08,0.62,-0.62,0.99,0.72,0.57,dog
0.1,0.05,0.1,0.34,-1.21,0.76,0.39,-0.62,-0.74,-0.07,dog
0.57,-0.25,-0.79,1.99,-1.34,-0.04,-0.4,0.57,0.07,-0.45,dog
1.14,-1.27,-0.99,0.66,-0.24,-0.52,1.59,0.3,-1.82,0.25,cat
-0.8,1.28,-0.37,0.08,-0.86,-1.04,1.82,1.89,0.3,0.83,rabbit
-0.91,-1.06,0.08,1.85,0.39,-1.38,0.02,0.13,-1.23,0.82,cat
-0.03,-0.28,0.58,-0.86,0.33,-0.34,-0.58,-1.16,0.67,-0.59,dog
-1.03,-1.07,1.45,0.17,-0.66,0.07,0.55,-2.54,-0.73,1.17,rabbit
-0.29,0.86,0.11,0.62,-1.5,-0.24,0.56,-1.12,0.05,0.32,dog
-0.18,-0.89,0.56,-1.59,1.84,0.4,-0.2,0.55,1.49,0.08,cat
0.45,-1.68,-1.16,1.35,-0.33,0.39,-0.85,1.0,-0.38,1.46,cat
0.73,0.83,0.49,-0.07,0.14,-1.92,0.03,-1.64,1.25,0.13,cat
0.8,0.67,0.64,0.43,0.63,-0.61,0.28,-1.62,-0.44,0.51,dog
0.93,-1.76,-0.41,-0.45,-0.59,0.44,0.9,-1.11,-0.96,-1.25,cat
0.91,0.95,0.33,0.49,0.08,-1.48,-1.94,0.54,-0.95,-1.98,rabbit
0.31,1.05,0.09,0.08,-0.77,-0.36,-0.46,1.71,0.24,-1.0,dog
-0.88,0.77,1.87,-0.03,-0.12,0.43,0.15,0.81,0.34,0.12,dog
-1.31,-0.66,-0.98,-0.49,0.22,-0.29,-0.45,0.21,-0.4,0.71,dog
-0.24,2.02,-0.92,0.65,-1.2,0.78,-0.54,-1.22,2.01,0.1,rabbit
-0.56,0.28,-0.14,-0.04,-0.85,-2.08,1.21,0.73,1.12,0.46,cat
1.18,0.35,0.13,-0.37,2.2,0.56,-0.14,0.11,1.55,-0.95,cat
-1.24,0.32,-0.14,-1.09,2.2,-0.98,-0.75,-0.22,2.2,-0.96,rabbit
-1.05,0.22,-0.5,-0.06,-0.64,0.33,-1.2,-0.53,-0.32,-1.26,dog
0.58,-0.28,1.13,1.05,1.39,-0.78,-0.23,-0.73,-1.56,-0.67,cat
0.72,-0.63,1.72,-0.17,-0.26,0.62,-1.07,0.19,-1.05,0.58,dog
-0.51,0.31,-0.25,0.99,-0.02,0.82,-0.38,-1.59,0.49,-0.18,dog
-1.11,0.44,-0.14,-1.35,0.62,0.29,0.1,0.37,0.26,0.2,dog
0.83,-1.54,-0.61,-0.11,1.54,-0.38,-1.25,1.25,0.56,1.27,cat
-3.28,-0.67,-0.79,0.07,-0.75,0.78,0.37,-0.3,0.86,0.52,rabbit
1.54,0.31,0.13,1.09,0.23,-0.13,0.91,1.82,0.2,-0.29,cat
1.12,0.31,1.39,-0.66,3.03,0.82,0.65,-0.05,-0.73,-0.87,rabbit
-1.31,1.47,0.07,-1.79,0.17,0.98,-0.7,1.94,1.35,-1.28,rabbit
0.1,1.06,-0.63,-0.47,0.56,1.31,0.43,0.69,-0.49,1.59,dog
-1.31,0.08,0.37,1.23,-0.42,0.09,-2.14,-0.83,0.45,1.1,cat
-0.33,0.52,0.64,0.88,-0.13,0.29,1.52,2.58,0.1,-1.6,rabbit
-0.22,-1.07,-0.93,-1.07,0.21,2.05,-0.14,-1.37,1.27,-1.0,rabbit
1.7,0.15,1.08,-0.11,-1.21,0.78,-0.63,-1.32,-0.42,0.63,cat
-0.04,-1.31,-0.3,-0.33,0.35,0.64,1.24,-0.88,0.34,-1.2,dog
-0.92,0.2,-1.0,-1.23,-1.26,0.1,1.94,-0.25,0.66,-0.84,cat
2.2,-1.1,0.92,0.73,0.67,0.72,-0.31,0.31,0.91,1.62,rabbit
-0.77,-1.28,-0.71,-0.2,1.08,0.15,-1.3,0.44,0.17,-0.5,dog
1.1,1.15,1.29,0.08,1.31,0.02,-0.83,-0.56,0.53,-1.56,cat
-2.18,-1.08,0.39,0.19,0.98,-0.74,-0.77,-2.23,-1.28,-0.24,rabbit
2.15,-1.66,-0.44,-0.14,1.49,-0.69,0.37,-1.1,0.78,1.0,rabbit
0.96,-1.96,1.54,-0.63,0.3,-0.29,0.82,-0.9,1.79,-0.46,rabbit
0.53,0.43,-0.33,1.78,-0.11,-1.77,0.87,0.47,0.95,0.5,cat
1.62,-0.81,-0.25,0.38,-0.29,-0.39,0.68,-0.35,-1.79,0.36,cat
-0.09,1.23,0.15,0.18,0.59,-1.04,0.9,1.3,-0.52,-0.11,dog
-0.94,-1.53,-0.75,1.15,-0.09,-1.11,1.55,-1.03,-0.07,0.45,cat
-0.5,-1.75,0.7,-0.27,-0.58,-1.14,0.5,0.23,-1.09,1.28,cat
0.42,-0.0,-1.98,-0.11,-0.95,0.39,0.6,0.31,1.29,0.0,dog
0.86,0.14,0.19,-0.19,-0.0,1.34,1.4,-1.5,0.14,-1.2,cat
-1.01,0.41,1.86,-0.74,0.6,0.75,-0.16,-0.1,-0.44,-0.28,dog
-0.91,1.26,1.66,1.03,0.09,0.48,-1.4,0.85,0.44,0.4,cat
1.42,0.9,1.58,1.21,-0.28,-0.27,1.07,0.04,-0.16,-1.34,cat
1.04,-1.29,-0.91,0.98,0.43,-1.21,1.65,-1.05,-0.62,-1.69,rabbit
-0.0,-0.09,1.56,1.18,1.63,0.94,0.71,0.48,-0.47,0.08,cat
0.78,0.86,0.12,-0.26,-1.92,2.25,-0.31,0.56,1.24,-0.2,rabbit
-0.1,-1.58,0.32,0.39,-0.09,-0.38,0.28,-1.47,1.33,-0.29,dog
-0.82,-0.73,-0.62,-0.01,0.86,-1.36,-1.04,-0.92,-1.75,1.33,cat
-2.1,0.1,0.89,0.32,-0.07,1.9,0.49,-1.21,-0.05,-1.02,rabbit
1.26,-0.18,-1.8,1.11,0.25,-0.9,-1.0,-0.72,0.27,-1.54,cat
0.91,1.43,0.13,1.43,0.47,-0.93,-0.2,-1.16,-2.64,1.28,rabbit
-1.54,-1.05,-0.85,-0.49,-1.13,0.09,-1.22,0.69,-0.82,-0.2,cat
0.73,-0.71,-0.12,1.88,-0.99,-0.43,1.44,1.0,-0.1,-0.1,cat
1.49,0.11,0.09,1.01,0.69,-0.03,1.4,-0.58,1.45,-0.23,cat
-0.35,0.17,1.46,-0.18,0.91,0.01,-0.72,1.15,0.9,0.54,dog
-0.02,-0.7,-1.58,-1.29,0.3,-0.62,-0.04,-0.77,-0.14,0.39,dog
-0.97,0.35,1.27,0.51,-0.68,0.58,1.84,1.43,0.14,-0.23,cat
-0.39,-0.52,0.43,1.08,-0.14,-0.92,1.57,-0.45,-1.05,-0.37,dog
1.15,-0.69,0.16,0.3,0.08,-0.9,-0.0,0.81,0.18,1.78,dog
0.83,-1.11,1.16,-1.39,0.03,2.09,-1.05,0.85,-0.62,-0.56,rabbit
-0.14,-0.17,0.4,-0.8,0.48,-1.32,0.54,-0.51,1.13,-1.22,dog
0.62,0.59,1.74,-0.17,0.67,-1.11,0.25,-0.03,-0.59,-0.32,dog
-0.58,-0.66,-1.16,-0.34,-0.45,1.03,1.48,0.41,-0.23,0.18,dog
1.64,1.04,0.77,-0.53,0.78,-1.15,0.71,-0.05,-1.19,-1.17,cat
-0.94,-2.15,-1.63,0.63,-1.53,-1.47,1.26,-0.02,-0.25,0.63,rabbit
-1.13,-0.48,1.26,-0.69,-1.58,-0.44,0.84,1.22,0.75,0.45,cat
-1.05,0.27,0.32,0.85,0.49,2.29,-0.78,-1.56,0.34,0.53,cat
-0.01,-0.16,0.45,-0.12,0.39,0.46,0.28,2.37,0.98,-1.58,cat
-0.91,-1.52,-0.13,0.27,-0.36,-0.17,0.88,-2.31,-0.23,-0.91,cat
-0.53,-0.31,1.53,1.21,0.56,-1.52,-0.29,-0.61,1.18,-0.26,cat
1.27,2.26,-0.18,1.19,-0.96,0.26,0.64,-0.45,-0.53,0.63,cat
0.59,-0.75,0.48,-0.89,-0.08,-0.01,0.96,0.66,-0.29,-2.1,cat
-1.61,0.72,0.92,0.91,-0.33,-1.24,-0.98,0.25,0.54,1.28,cat
1.32,-1.63,0.48,0.98,-0.81,-0.31,-1.14,-0.78,-1.02,1.07,cat
1.12,-0.21,0.22,-1.52,-0.74,-0.36,0.55,-1.12,0.16,-1.6,cat
0.31,-0.16,1.05,1.15,1.14,-1.71,0.53,0.61,0.21,1.64,cat
1.05,-0.98,0.62,-0.02,1.35,-0.84,1.64,0.75,0.42,-1.77,rabbit
0.03,1.06,0.28,0.93,0.72,0.01,-0.36,0.21,-0.19,-0.26,dog
2.17,-1.2,-2.24,-0.42,1.16,-1.49,-0.3,0.52,1.11,0.57,rabbit
0.05,-0.6,0.43,-0.75,-0.37,-1.58,0.3,0.08,-1.01,-0.44,dog
0.39,-1.82,-0.25,-0.75,1.62,-0.28,-0.52,0.38,-0.19,-0.51,dog
-0.36,-0.09,1.15,0.67,1.2,-0.38,0.66,0.35,0.36,0.2,dog
-0.11,-2.59,0.64,1.69,0.5,-0.56,0.73,-1.9,0.67,-0.81,rabbit
-1.07,2.14,3.15,-0.28,-1.06,2.41,-0.4,1.31,-2.8,-1.98,rabbit
-0.66,-0.31,0.85,0.76,-1.36,0.24,0.64,0.33,-0.25,-0.57,dog
0.5,-0.93,-0.88,-0.16,-0.5,-0.12,0.02,-1.77,1.54,-0.24,cat
0.44,-0.03,-0.3,0.23,-0.51,-0.42,1.3,-0.06,-1.6,2.26,cat
-1.05,-0.5,1.36,-1.18,-0.04,-1.32,-0.6,0.41,-2.03,-0.01,cat
-0.27,-0.33,0.07,0.05,-2.16,0.08,0.09,0.74,-0.71,-0.23,dog
0.54,0.89,1.42,0.96,-1.14,-0.02,-0.5,-1.09,0.5,0.21,dog
0.02,-0.82,-0.13,0.0,1.6,-0.93,-1.25,-0.58,0.99,-0.67,dog
0.62,0.77,1.33,-0.55,-0.51,-1.33,-0.71,1.05,1.3,-0.15,cat
1.33,0.74,1.9,-1.22,0.77,1.54,-0.4,-0.04,2.15,-1.37,rabbit
-0.58,-0.99,-0.55,1.41,1.25,-0.35,-0.03,0.44,0.54,-1.76,cat
-0.54,0.48,1.06,0.04,1.23,1.0,-0.12,-1.03,0.45,0.13,dog
-0.45,0.49,0.09,1.53,2.24,-0.86,-0.19,0.02,-0.68,-0.54,cat
2.01,-1.2,0.56,0.11,0.49,-2.17,1.63,-1.44,0.6,-0.05,rabbit
-1.02,-0.21,0.39,0.75,1.36,0.62,0.13,-0.69,-0.87,0.31,dog
-0.12,0.23,-0.35,-0.83,-0.26,0.17,0.67,-0.33,-0.31,0.52,dog
1.88,0.48,0.9,1.06,-1.03,0.48,1.75,-1.62,1.6,-0.45,rabbit
2.02,-0.61,-0.4,-2.02,-0.19,-0.18,1.03,-1.32,-0.15,-0.09,rabbit
1.35,-0.35,-0.06,0.18,-0.39,-1.62,-2.7,-0.47,-1.02,0.45,rabbit
-1.21,1.15,-3.17,0.84,1.38,-1.57,0.64,0.43,0.9,-0.26,rabbit
0.03,-0.2,-1.72,-0.32,0.44,0.2,-0.51,-1.11,-0.6,-0.63,dog
1.02,-1.53,-0.07,0.73,0.84,0.0,2.24,0.22,-1.14,0.3,cat
-0.19,0.26,0.19,-1.45,0.91,0.3,0.01,-0.55,0.63,0.47,dog
1.36,-0.67,-0.86,0.44,0.93,-0.06,-0.31,0.02,-0.0,0.1,dog
1.54,-0.0,1.29,-0.44,0.59,-0.68,-0.95,-0.7,-0.05,-0.22,dog
-0.86,0.07,1.64,2.15,0.9,0.36,-0.02,0.36,-0.49,-0.44,cat
1.53,-0.23,0.52,0.91,-1.28,-0.71,-0.23,-0.92,0.45,-0.32,dog
1.5,0.68,0.6,-1.47,0.61,2.29,-0.83,-1.02,-0.21,1.02,rabbit
0.41,-2.38,-1.44,-0.63,0.74,0.12,0.51,-0.64,1.82,-1.56,rabbit
-0.58,0.25,1.67,0.34,-1.16,1.45,0.46,-0.51,-1.09,-0.36,cat
1.28,1.71,-2.24,-0.24,-1.52,-0.73,0.67,1.16,1.24,-1.88,rabbit
0.9,0.42,0.49,0.7,0.24,-0.18,-0.38,-0.16,0.47,0.87,dog
-0.01,0.97,1.51,-2.1,-0.38,-2.14,0.14,-0.4,-0.91,0.99,rabbit
0.39,-0.84,0.28,0.24,-0.61,0.67,1.39,-0.37,0.99,-0.26,dog
0.48,0.41,1.46,-0.53,-1.01,-1.48,0.44,0.15,0.95,-0.62,dog
1.0,-1.31,0.11,-0.5,-2.2,-0.85,-0.47,0.26,-0.66,-0.49,cat
-0.09,-0.07,-1.72,0.11,-0.81,-0.83,-0.73,1.32,-0.36,-0.76,dog
-0.79,1.62,-0.48,-0.64,1.01,0.51,-0.24,2.61,-0.21,-0.11,rabbit
1.43,-1.12,-2.16,1.22,1.62,-1.46,-0.62,-0.49,-1.02,-2.48,rabbit
0.13,0.61,-1.25,1.02,-2.02,-1.76,0.07,-1.62,0.28,1.39,rabbit
0.3,0.55,1.16,-0.46,0.0,-0.64,2.38,0.37,-1.49,0.12,cat
-0.43,0.07,-0.16,-0.96,0.04,0.12,0.21,1.66,-0.4,0.15,dog
0.6,-0.87,-2.04,-0.7,-0.3,-0.53,-0.52,-1.59,0.71,-0.47,cat
1.14,0.72,-0.57,0.05,-0.37,-2.01,0.17,1.48,1.91,-0.22,rabbit
0.14,-0.88,-1.8,0.63,0.28,-0.4,0.25,-1.06,2.89,2.48,rabbit
2.85,-0.29,-1.04,0.23,1.17,-0.47,0.71,0.03,1.31,0.54,rabbit
-1.21,0.73,-0.23,-0.27,-1.64,-1.68,-0.25,-1.14,0.77,1.44,rabbit
-0.95,-0.41,-0.41,0.53,0.39,-0.7,-0.73,0.13,0.2,0.35,dog
0.85,-1.09,0.86,1.47,-1.06,-0.03,-0.62,0.95,-0.02,0.39,dog
1.21,1.96,0.31,-0.13,-2.75,-0.7,0.72,-0.34,0.29,-1.48,rabbit
-0.24,0.05,0.42,-0.25,1.23,-0.63,-1.16,0.53,1.89,0.42,dog
-0.45,0.2,0.61,0.74,-0.04,-0.83,1.92,-0.61,1.8,-0.45,cat
1.11,-0.88,0.56,1.68,-1.22,-0.55,-0.77,-1.06,0.26,0.5,cat
0.21,1.0,-0.9,-0.59,0.29,0.26,-0.91,1.16,1.06,1.92,cat
0.67,-0.38,-0.59,1.34,0.6,-0.66,-0.82,-0.26,0.47,1.04,dog
-1.13,0.4,-0.62,0.33,0.31,0.37,-0.89,-2.15,-0.09,0.91,cat
-0.97,-0.77,-1.37,-1.16,-0.52,-0.39,0.08,0.48,-0.72,-1.73,cat
2.09,0.48,0.59,-1.04,-0.55,-0.32,-0.84,-1.21,-1.57,-0.21,cat
-0.16,-1.85,0.27,0.73,-0.53,0.3,-2.5,-0.53,-1.34,0.93,rabbit
-0.18,-0.6,-1.23,0.55,0.79,-0.62,0.52,-1.14,0.8,0.05,dog
0.07,-0.15,0.95,-0.55,-0.89,0.62,-0.73,0.81,0.94,-0.24,dog
-0.13,2.17,1.18,1.64,-0.42,-0.9,-1.07,-0.11,-1.26,-0.63,rabbit
-0.36,-0.34,-0.37,-0.87,-0.42,-0.25,-1.33,1.62,-0.37,0.12,dog
-1.91,-0.19,0.53,1.24,1.07,-1.48,-1.92,0.09,0.22,1.4,rabbit
-0.83,-0.52,-0.48,-0.21,2.38,0.61,-0.67,-0.33,0.75,-0.14,cat
-0.59,-0.51,0.53,-0.77,0.18,-0.79,0.28,-1.09,-0.44,-1.24,dog
-0.78,0.03,1.11,1.4,-2.88,-0.62,1.0,-0.6,-0.52,-0.35,rabbit
-0.86,2.41,-0.14,0.19,0.32,0.66,1.08,-0.44,0.72,1.14,cat
1.0,0.59,-0.26,1.26,1.3,0.34,0.44,-0.11,1.82,0.18,cat
0.8,-0.34,-0.28,0.43,0.54,-2.34,-0.34,-0.74,-0.35,-1.92,cat
-1.04,-1.44,-0.46,-1.78,-1.3,0.5,-0.48,-0.31,-0.03,-1.95,rabbit
-0.11,0.04,1.17,-0.82,-0.78,-0.76,0.2,-0.16,0.78,-0.79,dog
-0.1,-0.38,0.28,-1.17,0.07,-0.05,-0.33,0.45,0.08,0.66,dog
-0.69,2.2,1.68,-1.83,1.94,1.19,1.22,0.86,-0.75,-1.95,rabbit
0.15,-0.05,0.53,-0.07,-0.58,0.09,-0.51,1.56,1.46,0.17,dog
0.73,-0.58,-0.16,1.01,1.8,1.25,0.63,1.57,0.49,0.46,cat
2.27,-0.44,-0.44,-0.34,-0.74,2.5,-1.48,2.48,-0.16,0.86,rabbit
1.57,-1.18,0.13,0.07,-0.19,2.86,0.46,-0.7,-0.69,-0.59,rabbit
0.49,0.17,0.88,-0.97,1.08,0.56,-0.78,1.87,0.34,0.11,cat
0.65,1.28,-0.43,0.09,0.77,1.15,0.87,1.48,-0.66,0.59,cat
-0.13,0.09,-0.38,0.27,-0.34,-1.92,0.32,1.22,-0.56,-0.7,dog
0.08,-1.76,0.14,0.54,0.43,1.61,0.62,-0.4,-1.27,1.19,cat
-0.99,-0.9,0.68,-1.25,-0.47,-0.19,0.94,1.89,0.68,0.31,cat
-1.34,0.59,-0.84,-3.15,0.65,1.28,2.04,-0.4,1.45,-2.62,rabbit
1.21,-0.54,0.28,0.16,0.12,-1.39,-0.07,0.46,1.61,1.45,cat
-0.65,-2.04,1.2,1.48,-0.04,-0.25,0.44,0.19,0.74,-0.68,cat
1.07,-0.67,0.72,0.71,-2.55,1.47,0.66,-0.58,0.05,0.51,rabbit
-0.81,-0.13,-0.14,-1.48,-0.49,0.79,-1.09,2.09,1.32,-0.47,cat
-0.5,-0.31,-0.0,-1.4,-0.86,0.67,0.62,-0.44,1.81,-1.31,cat
-0.73,0.59,-1.58,2.73,-1.77,0.07,0.78,0.61,-0.05,-1.45,rabbit
0.17,-0.46,-0.3,-0.26,0.31,0.66,-0.57,0.17,-0.18,-0.88,dog
-0.69,1.14,-2.51,0.81,0.28,-0.25,-0.12,-0.26,0.42,-0.13,cat
0.76,0.2,-1.04,0.63,-0.16,-0.8,0.29,0.42,0.39,2.0,dog
-0.91,0.86,-0.52,-0.71,-1.07,0.11,1.18,0.29,0.05,0.88,dog
-0.96,-1.43,1.31,0.32,-0.61,-1.06,-0.81,1.23,-0.02,-1.4,cat
0.83,0.61,-1.0,0.27,-0.81,-0.03,1.13,0.44,0.06,1.52,dog
0.58,0.58,-0.25,0.9,0.81,0.86,0.53,-0.13,1.2,-0.55,dog
1.49,-0.59,0.44,0.85,0.43,-0.51,0.41,-0.66,0.36,-1.95,cat
